Order,Family,Subfamily,Genus,Species,Type Species?,Exemplar Accession Number,Exemplar Isolate,Genome Composition,Last Change,MSL of Last Change,Proposal,Taxon History URL
Herpesvirales,Herpesviridae,,Unassigned,Iguanid herpesvirus 2,0,,,dsDNA,"New,",24,2005.020-72.04.Herpes,ICTVonline=20150954
Herpesvirales,Malacoherpesviridae,,Aurivirus,Haliotid herpesvirus 1,1,,,dsDNA,"New,Assigned as Type Species,",27,2011.022a-dV.A.v1.Aurivirus,ICTVonline=20150958
Herpesvirales,Malacoherpesviridae,,Ostreavirus,Ostreid herpesvirus 1,1,,,dsDNA,"New,Assigned as Type Species,",24,2005.020-72.04.Herpes,ICTVonline=20150960
Ligamenvirales,Lipothrixviridae,,Alphalipothrixvirus,Thermoproteus tenax virus 1,1,X14855,,dsDNA,"Moved,",27,2011.008a-cB.A.v2.Ligamenvirales,ICTVonline=20150965
Ligamenvirales,Lipothrixviridae,,Betalipothrixvirus,Acidianus filamentous virus 3,0,AM087120,,dsDNA,"Moved,",27,2011.008a-cB.A.v2.Ligamenvirales,ICTVonline=20150967
Ligamenvirales,Lipothrixviridae,,Betalipothrixvirus,Acidianus filamentous virus 6,0,AM087121,,dsDNA,"Moved,",27,2011.008a-cB.A.v2.Ligamenvirales,ICTVonline=20150968
Ligamenvirales,Lipothrixviridae,,Betalipothrixvirus,Acidianus filamentous virus 7,0,AM087122,,dsDNA,"Moved,",27,2011.008a-cB.A.v2.Ligamenvirales,ICTVonline=20150969
Ligamenvirales,Lipothrixviridae,,Betalipothrixvirus,Acidianus filamentous virus 8,0,AM087123,,dsDNA,"Moved,",27,2011.008a-cB.A.v2.Ligamenvirales,ICTVonline=20150970
Ligamenvirales,Lipothrixviridae,,Betalipothrixvirus,Acidianus filamentous virus 9,0,EU545650,,dsDNA,"Moved,",27,2011.008a-cB.A.v2.Ligamenvirales,ICTVonline=20150971
Ligamenvirales,Lipothrixviridae,,Betalipothrixvirus,Sulfolobus islandicus filamentous virus,1,AF440571,,dsDNA,"Moved,",27,2011.008a-cB.A.v2.Ligamenvirales,ICTVonline=20150972
Ligamenvirales,Lipothrixviridae,,Deltalipothrixvirus,Acidianus filamentous virus 2,1,AJ854042,,dsDNA,"Moved,",27,2011.008a-cB.A.v2.Ligamenvirales,ICTVonline=20150974
Ligamenvirales,Lipothrixviridae,,Gammalipothrixvirus,Acidianus filamentous virus 1,1,AJ567472,,dsDNA,"Moved,",27,2011.008a-cB.A.v2.Ligamenvirales,ICTVonline=20150976
Ligamenvirales,Rudiviridae,,Rudivirus,Acidianus rod-shaped virus 1,0,AJ875026,,dsDNA,"Moved,",27,2011.008a-cB.A.v2.Ligamenvirales,ICTVonline=20150980
Ligamenvirales,Rudiviridae,,Rudivirus,Sulfolobus islandicus rod-shaped virus 1,0,AJ414696,,dsDNA,"Moved,",27,2011.008a-cB.A.v2.Ligamenvirales,ICTVonline=20150981
Ligamenvirales,Rudiviridae,,Rudivirus,Sulfolobus islandicus rod-shaped virus 2,1,AJ344259,,dsDNA,"Moved,",27,2011.008a-cB.A.v2.Ligamenvirales,ICTVonline=20150982
Mononegavirales,Bornaviridae,,Bornavirus,Elapid 1 bornavirus,0,KM114265,Loveridge's garter snake virus 1 [ex RBV-1],ssRNA(-),"New,",30,2015.002aM.A.v2.Bornavirus_2sp,ICTVonline=20150992
Mononegavirales,Bornaviridae,,Bornavirus,Mammalian 1 bornavirus,1,,,ssRNA(-),"Renamed,",29,"2014.010a,bV.A.v2.Bornaviridae_spren",ICTVonline=20150987
Mononegavirales,Bornaviridae,,Bornavirus,Passeriform 1 bornavirus,0,KC464471,canary bornavirus 1,ssRNA(-),"New,",29,"2014.010a,bV.A.v2.Bornaviridae_spren",ICTVonline=20150988
Mononegavirales,Bornaviridae,,Bornavirus,Passeriform 2 bornavirus,0,KF680099,estrildid finch bornavirus 1,ssRNA(-),"New,",29,"2014.010a,bV.A.v2.Bornaviridae_spren",ICTVonline=20150989
Mononegavirales,Bornaviridae,,Bornavirus,Psittaciform 1 bornavirus,0,GU249595,parrot bornavirus 1,ssRNA(-),"New,",29,"2014.010a,bV.A.v2.Bornaviridae_spren",ICTVonline=20150990
Mononegavirales,Bornaviridae,,Bornavirus,Psittaciform 2 bornavirus,0,KR612223,Parrot bornavirus 5,ssRNA(-),"New,",30,2015.002aM.A.v2.Bornavirus_2sp,ICTVonline=20150993
Mononegavirales,Bornaviridae,,Bornavirus,Waterbird 1 bornavirus,0,KF578398,aquatic bird bornavirus 1,ssRNA(-),"New,",29,"2014.010a,bV.A.v2.Bornaviridae_spren",ICTVonline=20150991
Mononegavirales,Filoviridae,,Cuevavirus,Lloviu cuevavirus,1,,Lloviu virus/M.schreibersii-wt/ESP/2003/Asturias-Bat86,ssRNA(-),"New,",28,2012.005a-dV.A.v2.Cuevavirus,ICTVonline=20150997
Mononegavirales,Filoviridae,,Ebolavirus,Bundibugyo ebolavirus,0,,Bundibugyo virus/H.sapiens-tc/UGA/2007/Butalya-811250,ssRNA(-),"New,",26,2010.010aV.A.v1.Ebolavirus-sp,ICTVonline=20150999
Mononegavirales,Filoviridae,,Ebolavirus,Reston ebolavirus,0,,Reston virus/M.fascicularis-tc/USA/1989/Philippines89-Pennsylvania,ssRNA(-),"Renamed,Moved,",21,2002.V034-039.Filoviridae,ICTVonline=20151000
Mononegavirales,Filoviridae,,Ebolavirus,Sudan ebolavirus,0,,Sudan virus/H.sapiens-tc/UGA/2000/Gulu-808892,ssRNA(-),"Renamed,Moved,",21,2002.V034-039.Filoviridae,ICTVonline=20151001
Mononegavirales,Filoviridae,,Ebolavirus,Ta? Forest ebolavirus,0,,Ta? Forest virus/H.sapiens-tc/CIV/1994/Paul¨¦oula-CI,ssRNA(-),"Renamed,",25,2010.010bV.A.v3.Ebolavirus-ren-Sp,ICTVonline=20151002
Mononegavirales,Filoviridae,,Ebolavirus,Zaire ebolavirus,1,,Ebola virus/H.sapiens-tc/COD/1976/Yambuku-Mayinga,ssRNA(-),"Renamed,Moved,",21,2002.V034-039.Filoviridae,ICTVonline=20151003
Mononegavirales,Filoviridae,,Marburgvirus,Marburg marburgvirus,1,,Marburg virus/H.sapiens-tc/KEN/1980/Mt. Elgon-Musoke,ssRNA(-),"Renamed,",26,2010.010bV.A.v3.Ebolavirus-ren-Sp,ICTVonline=20151005
Mononegavirales,Mymonaviridae,,Sclerotimonavirus,Sclerotinia sclerotimonavirus,1,,Sclerotinia sclerotiorum negative-stranded RNA virus 1 AH-98,ssRNA(-),"New,",30,2015.008a-gM.A.v3.Mymonaviridae,ICTVonline=20151165
Mononegavirales,Nyamiviridae,,Nyavirus,Midway nyavirus,0,,,ssRNA(-),"New,",28,2013.002a-hV.A.v1.Nyamiviridae,ICTVonline=20151009
Mononegavirales,Nyamiviridae,,Nyavirus,Nyamanini nyavirus,1,,,ssRNA(-),"New,",28,2013.002a-hV.A.v1.Nyamiviridae,ICTVonline=20151010
Mononegavirales,Nyamiviridae,,Nyavirus,Sierra Nevada nyavirus,0,KF530058,BA-T,ssRNA(-),"New,",29,2014.007aV.A.v2.Nyavirus_sp,ICTVonline=20151011
Mononegavirales,Nyamiviridae,,Socyvirus,Soybean cyst nematode socyvirus,1,,,ssRNA(-),"Renamed,Moved,",30,2015.004a-fM.A.v3.Socyvirus,ICTVonline=20151013
Mononegavirales,Paramyxoviridae,,Aquaparamyxovirus,Atlantic salmon paramyxovirus,1,,,ssRNA(-),"Moved,",30,2015.011a-iM.A.v2.Pneumoviridae,ICTVonline=20151019
Mononegavirales,Paramyxoviridae,,Avulavirus,Avian paramyxovirus 2,0,,,ssRNA(-),"Moved,",30,2015.011a-iM.A.v2.Pneumoviridae,ICTVonline=20151021
Mononegavirales,Paramyxoviridae,,Avulavirus,Avian paramyxovirus 3,0,,,ssRNA(-),"Moved,",30,2015.011a-iM.A.v2.Pneumoviridae,ICTVonline=20151022
Mononegavirales,Paramyxoviridae,,Avulavirus,Avian paramyxovirus 4,0,,,ssRNA(-),"Moved,",30,2015.011a-iM.A.v2.Pneumoviridae,ICTVonline=20151023
Mononegavirales,Paramyxoviridae,,Avulavirus,Avian paramyxovirus 5,0,,,ssRNA(-),"Moved,",30,2015.011a-iM.A.v2.Pneumoviridae,ICTVonline=20151024
Mononegavirales,Paramyxoviridae,,Avulavirus,Avian paramyxovirus 6,0,,,ssRNA(-),"Moved,",30,2015.011a-iM.A.v2.Pneumoviridae,ICTVonline=20151025
Mononegavirales,Paramyxoviridae,,Avulavirus,Avian paramyxovirus 7,0,,,ssRNA(-),"Moved,",30,2015.011a-iM.A.v2.Pneumoviridae,ICTVonline=20151026
Mononegavirales,Paramyxoviridae,,Avulavirus,Avian paramyxovirus 8,0,,,ssRNA(-),"Moved,",30,2015.011a-iM.A.v2.Pneumoviridae,ICTVonline=20151027
Mononegavirales,Paramyxoviridae,,Avulavirus,Avian paramyxovirus 9,0,,,ssRNA(-),"Moved,",30,2015.011a-iM.A.v2.Pneumoviridae,ICTVonline=20151028
Mononegavirales,Paramyxoviridae,,Avulavirus,Avian paramyxovirus 10,0,HM147142,avian paramyxovirus 10/Rockhopper Penguin/Falkland Islands/324/2007,ssRNA(-),"New,",30,2015.012aM.A.v3.Avulavirus_3sp,ICTVonline=20151030
Mononegavirales,Paramyxoviridae,,Avulavirus,Avian paramyxovirus 11,0,JQ886184,avian paramyxovirus 11/Common snipe/France/100212/2010,ssRNA(-),"New,",30,2015.012aM.A.v3.Avulavirus_3sp,ICTVonline=20151031
Mononegavirales,Paramyxoviridae,,Avulavirus,Avian paramyxovirus 12,0,KC333050,avian paramyxovirus 12/Wigeon/Italy/3920-1/2005,ssRNA(-),"New,",30,2015.012aM.A.v3.Avulavirus_3sp,ICTVonline=20151032
Mononegavirales,Paramyxoviridae,,Avulavirus,Newcastle disease virus,1,,,ssRNA(-),"Moved,",30,2015.011a-iM.A.v2.Pneumoviridae,ICTVonline=20151029
Mononegavirales,Paramyxoviridae,,Ferlavirus,Fer-de-Lance paramyxovirus,1,,,ssRNA(-),"Moved,",30,2015.011a-iM.A.v2.Pneumoviridae,ICTVonline=20151034
Mononegavirales,Paramyxoviridae,,Henipavirus,Cedar henipavirus,0,JQ001776,Cedar virus,ssRNA(-),"New,",30,2015.013aM.A.v3.Henipavirus_3sp,ICTVonline=20151038
Mononegavirales,Paramyxoviridae,,Henipavirus,Ghanaian bat henipavirus,0,HQ660129,Kumasi virus,ssRNA(-),"New,",30,2015.013aM.A.v3.Henipavirus_3sp,ICTVonline=20151039
Mononegavirales,Paramyxoviridae,,Henipavirus,Hendra virus,1,,,ssRNA(-),"Moved,",30,2015.011a-iM.A.v2.Pneumoviridae,ICTVonline=20151036
Mononegavirales,Paramyxoviridae,,Henipavirus,Mojiang henipavirus,0,KF278639,M¨°ji¨¡ng virus,ssRNA(-),"New,",30,2015.012aM.A.v3.Avulavirus_3sp,ICTVonline=20151040
Mononegavirales,Paramyxoviridae,,Henipavirus,Nipah virus,0,,,ssRNA(-),"Moved,",30,2015.011a-iM.A.v2.Pneumoviridae,ICTVonline=20151037
Mononegavirales,Paramyxoviridae,,Morbillivirus,Canine distemper virus,0,,,ssRNA(-),"Moved,",30,2015.011a-iM.A.v2.Pneumoviridae,ICTVonline=20151042
Mononegavirales,Paramyxoviridae,,Morbillivirus,Cetacean morbillivirus,0,,,ssRNA(-),"Moved,",30,2015.011a-iM.A.v2.Pneumoviridae,ICTVonline=20151043
Mononegavirales,Paramyxoviridae,,Morbillivirus,Feline morbillivirus,0,JQ411014,feline morbillivirus 761U,ssRNA(-),"New,",30,2015.014aM.A.v2.Morbillivirus_sp,ICTVonline=20151048
Mononegavirales,Paramyxoviridae,,Morbillivirus,Measles virus,1,,,ssRNA(-),"Moved,",30,2015.011a-iM.A.v2.Pneumoviridae,ICTVonline=20151044
Mononegavirales,Paramyxoviridae,,Morbillivirus,Peste-des-petits-ruminants virus,0,,,ssRNA(-),"Moved,",30,2015.011a-iM.A.v2.Pneumoviridae,ICTVonline=20151045
Mononegavirales,Paramyxoviridae,,Morbillivirus,Phocine distemper virus,0,,,ssRNA(-),"Moved,",30,2015.011a-iM.A.v2.Pneumoviridae,ICTVonline=20151046
Mononegavirales,Paramyxoviridae,,Morbillivirus,Rinderpest virus,0,,,ssRNA(-),"Moved,",30,2015.011a-iM.A.v2.Pneumoviridae,ICTVonline=20151047
Mononegavirales,Paramyxoviridae,,Respirovirus,Bovine parainfluenza virus 3,0,,,ssRNA(-),"Moved,",30,2015.011a-iM.A.v2.Pneumoviridae,ICTVonline=20151050
Mononegavirales,Paramyxoviridae,,Respirovirus,Human parainfluenza virus 1,0,,,ssRNA(-),"Moved,",30,2015.011a-iM.A.v2.Pneumoviridae,ICTVonline=20151051
Mononegavirales,Paramyxoviridae,,Respirovirus,Human parainfluenza virus 3,0,,,ssRNA(-),"Moved,",30,2015.011a-iM.A.v2.Pneumoviridae,ICTVonline=20151052
Mononegavirales,Paramyxoviridae,,Respirovirus,Porcine parainfluenza virus 1,0,JX857409,porcine parainfluenza virus 1 strain S206N,ssRNA(-),"New,",30,2015.017aM.A.v1.Respirovirus_sp,ICTVonline=20151055
Mononegavirales,Paramyxoviridae,,Respirovirus,Sendai virus,1,,,ssRNA(-),"Moved,",30,2015.011a-iM.A.v2.Pneumoviridae,ICTVonline=20151053
Mononegavirales,Paramyxoviridae,,Rubulavirus,Human parainfluenza virus 2,0,,,ssRNA(-),"Moved,",30,2015.011a-iM.A.v2.Pneumoviridae,ICTVonline=20151057
Mononegavirales,Paramyxoviridae,,Rubulavirus,Human parainfluenza virus 4,0,,,ssRNA(-),"Moved,",30,2015.011a-iM.A.v2.Pneumoviridae,ICTVonline=20151058
Mononegavirales,Paramyxoviridae,,Rubulavirus,Mapuera virus,0,,,ssRNA(-),"Moved,",30,2015.011a-iM.A.v2.Pneumoviridae,ICTVonline=20151059
Mononegavirales,Paramyxoviridae,,Rubulavirus,Mumps virus,1,,,ssRNA(-),"Moved,",30,2015.011a-iM.A.v2.Pneumoviridae,ICTVonline=20151060
Mononegavirales,Paramyxoviridae,,Rubulavirus,Parainfluenza virus 5,0,,,ssRNA(-),"Moved,",30,2015.011a-iM.A.v2.Pneumoviridae,ICTVonline=20151061
Mononegavirales,Paramyxoviridae,,Rubulavirus,Porcine rubulavirus,0,,,ssRNA(-),"Moved,",30,2015.011a-iM.A.v2.Pneumoviridae,ICTVonline=20151062
Mononegavirales,Paramyxoviridae,,Rubulavirus,Simian virus 41,0,,,ssRNA(-),"Moved,",30,2015.011a-iM.A.v2.Pneumoviridae,ICTVonline=20151063
Mononegavirales,Pneumoviridae,,Metapneumovirus,Avian metapneumovirus,1,,,ssRNA(-),"Moved,",30,2015.011a-iM.A.v2.Pneumoviridae,ICTVonline=20151067
Mononegavirales,Pneumoviridae,,Metapneumovirus,Human metapneumovirus,0,,,ssRNA(-),"Moved,",30,2015.011a-iM.A.v2.Pneumoviridae,ICTVonline=20151068
Mononegavirales,Pneumoviridae,,Orthopneumovirus,Bovine respiratory syncytial virus,0,,,ssRNA(-),"Moved,",30,2015.011a-iM.A.v2.Pneumoviridae,ICTVonline=20151070
Mononegavirales,Pneumoviridae,,Orthopneumovirus,Human respiratory syncytial virus,1,,,ssRNA(-),"Moved,",30,2015.011a-iM.A.v2.Pneumoviridae,ICTVonline=20151071
Mononegavirales,Pneumoviridae,,Orthopneumovirus,Murine pneumonia virus,0,,,ssRNA(-),"Moved,",30,2015.011a-iM.A.v2.Pneumoviridae,ICTVonline=20151072
Mononegavirales,Rhabdoviridae,,Cytorhabdovirus,Alfalfa dwarf cytorhabdovirus,0,KP205452,alfalfa dwarf virus,ssRNA(-),"New,",30,2015.007aM.A.v1.Cytorhabdovirus_sp,ICTVonline=20151085
Mononegavirales,Rhabdoviridae,,Cytorhabdovirus,Barley yellow striate mosaic cytorhabdovirus,0,FJ665628,barley yellow striate mosaic virus ,ssRNA(-),"Renamed,",30,2015.006aM.A.v3.Rhabdoviridae_spren,ICTVonline=20151076
Mononegavirales,Rhabdoviridae,,Cytorhabdovirus,Broccoli necrotic yellows cytorhabdovirus,0,,broccoli necrotic yellows virus ,ssRNA(-),"Renamed,",30,2015.006aM.A.v3.Rhabdoviridae_spren,ICTVonline=20151077
Mononegavirales,Rhabdoviridae,,Cytorhabdovirus,Festuca leaf streak cytorhabdovirus,0,,Festuca leaf streak virus ,ssRNA(-),"Renamed,",30,2015.006aM.A.v3.Rhabdoviridae_spren,ICTVonline=20151078
Mononegavirales,Rhabdoviridae,,Cytorhabdovirus,Lettuce necrotic yellows cytorhabdovirus,1,AJ867584,lettuce necrotic yellows virus ,ssRNA(-),"Renamed,",30,2015.006aM.A.v3.Rhabdoviridae_spren,ICTVonline=20151079
Mononegavirales,Rhabdoviridae,,Cytorhabdovirus,Lettuce yellow mottle cytorhabdovirus,0,EF687738,lettuce yellow mottle virus ,ssRNA(-),"Renamed,",30,2015.006aM.A.v3.Rhabdoviridae_spren,ICTVonline=20151080
Mononegavirales,Rhabdoviridae,,Cytorhabdovirus,Northern cereal mosaic cytorhabdovirus,0,GU985153,northern cereal mosaic virus ,ssRNA(-),"Renamed,",30,2015.006aM.A.v3.Rhabdoviridae_spren,ICTVonline=20151081
Mononegavirales,Rhabdoviridae,,Cytorhabdovirus,Sonchus cytorhabdovirus 1,0,,sonchus virus ,ssRNA(-),"Renamed,",30,2015.006aM.A.v3.Rhabdoviridae_spren,ICTVonline=20151082
Mononegavirales,Rhabdoviridae,,Cytorhabdovirus,Strawberry crinkle cytorhabdovirus,0,,strawberry crinkle virus ,ssRNA(-),"Renamed,",30,2015.006aM.A.v3.Rhabdoviridae_spren,ICTVonline=20151083
Mononegavirales,Rhabdoviridae,,Cytorhabdovirus,Wheat American striate mosaic cytorhabdovirus,0,,wheat American striate mosaic virus ,ssRNA(-),"Renamed,",30,2015.006aM.A.v3.Rhabdoviridae_spren,ICTVonline=20151084
Mononegavirales,Rhabdoviridae,,Dichorhavirus,Coffee ringspot dichorhavirus,0,"KF812525 (RNA1), KF812526 (RNA2)",coffee ringspot virus isolate Lavras,ssRNA(-),"New,",30,2014.003a-dV.A.v3.Dichorhavirus,ICTVonline=20151161
Mononegavirales,Rhabdoviridae,,Dichorhavirus,Orchid fleck dichorhavirus,1,"AB244417 (RNA1), AB244418 (RNA2)",orchid fleck virus isolate So,ssRNA(-),"New,",30,2014.003a-dV.A.v3.Dichorhavirus,ICTVonline=20151160
Mononegavirales,Rhabdoviridae,,Ephemerovirus,Adelaide River ephemerovirus,0,JN935380,Adelaide River virus ,ssRNA(-),"Renamed,",30,2015.006aM.A.v3.Rhabdoviridae_spren,ICTVonline=20151087
Mononegavirales,Rhabdoviridae,,Ephemerovirus,Berrimah ephemerovirus,0,HM461974,Berrimah virus ,ssRNA(-),"Renamed,",30,2015.006aM.A.v3.Rhabdoviridae_spren,ICTVonline=20151088
Mononegavirales,Rhabdoviridae,,Ephemerovirus,Bovine fever ephemerovirus,1,AF234533,bovine ephemeral fever virus ,ssRNA(-),"Renamed,",30,2015.006aM.A.v3.Rhabdoviridae_spren,ICTVonline=20151089
Mononegavirales,Rhabdoviridae,,Ephemerovirus,Kotonkan ephemerovirus,0,HM474855,kotonkan virus ,ssRNA(-),"Renamed,",30,2015.006aM.A.v3.Rhabdoviridae_spren,ICTVonline=20151090
Mononegavirales,Rhabdoviridae,,Ephemerovirus,Obodhiang ephemerovirus,0,HM856902,Obodhiang virus ,ssRNA(-),"Renamed,",30,2015.006aM.A.v3.Rhabdoviridae_spren,ICTVonline=20151091
Mononegavirales,Rhabdoviridae,,Lyssavirus,Aravan lyssavirus,0,EF614259,Aravan virus ,ssRNA(-),"Renamed,",30,2015.006aM.A.v3.Rhabdoviridae_spren,ICTVonline=20151093
Mononegavirales,Rhabdoviridae,,Lyssavirus,Australian bat lyssavirus,0,AF081020,Australian bat lyssavirus ,ssRNA(-),"New,",18,ICTV 7th Report,ICTVonline=20151094
Mononegavirales,Rhabdoviridae,,Lyssavirus,Bokeloh bat lyssavirus,0,JF311903,Bokeloh bat lyssavirus ,ssRNA(-),"New,",28,2012.009bV.A.v2.Lyssavirus_sp,ICTVonline=20151095
Mononegavirales,Rhabdoviridae,,Lyssavirus,Duvenhage lyssavirus,0,EU293119,Duvenhage virus ,ssRNA(-),"Renamed,",30,2015.006aM.A.v3.Rhabdoviridae_spren,ICTVonline=20151096
Mononegavirales,Rhabdoviridae,,Lyssavirus,European bat 1 lyssavirus,0,EF157976,European bat lyssavirus 1,ssRNA(-),"Renamed,",30,2015.006aM.A.v3.Rhabdoviridae_spren,ICTVonline=20151097
Mononegavirales,Rhabdoviridae,,Lyssavirus,European bat 2 lyssavirus,0,EF157977,European bat lyssavirus 2,ssRNA(-),"Renamed,",30,2015.006aM.A.v3.Rhabdoviridae_spren,ICTVonline=20151098
Mononegavirales,Rhabdoviridae,,Lyssavirus,Ikoma lyssavirus,0,JX193798,Ikoma virus ,ssRNA(-),"New,",28,2012.009aV.A.v4.Lyssavirus_sp,ICTVonline=20151099
Mononegavirales,Rhabdoviridae,,Lyssavirus,Irkut lyssavirus,0,EF614260,Irkut virus ,ssRNA(-),"Renamed,",30,2015.006aM.A.v3.Rhabdoviridae_spren,ICTVonline=20151100
Mononegavirales,Rhabdoviridae,,Lyssavirus,Khujand lyssavirus,0,EF614261,Khujand virus ,ssRNA(-),"Renamed,",30,2015.006aM.A.v3.Rhabdoviridae_spren,ICTVonline=20151101
Mononegavirales,Rhabdoviridae,,Lyssavirus,Lagos bat lyssavirus,0,EU293108,Lagos bat virus ,ssRNA(-),"Renamed,",30,2015.006aM.A.v3.Rhabdoviridae_spren,ICTVonline=20151102
Mononegavirales,Rhabdoviridae,,Lyssavirus,Mokola lyssavirus,0,Y09762,Mokola virus ,ssRNA(-),"Renamed,",30,2015.006aM.A.v3.Rhabdoviridae_spren,ICTVonline=20151103
Mononegavirales,Rhabdoviridae,,Lyssavirus,Rabies lyssavirus,1,M13215,rabies virus ,ssRNA(-),"Renamed,",30,2015.006aM.A.v3.Rhabdoviridae_spren,ICTVonline=20151104
Mononegavirales,Rhabdoviridae,,Lyssavirus,Shimoni bat lyssavirus,0,GU170201,Shimoni bat virus ,ssRNA(-),"Renamed,",30,2015.006aM.A.v3.Rhabdoviridae_spren,ICTVonline=20151105
Mononegavirales,Rhabdoviridae,,Lyssavirus,West Caucasian bat lyssavirus,0,EF614258,West Caucasian bat virus ,ssRNA(-),"Renamed,",30,2015.006aM.A.v3.Rhabdoviridae_spren,ICTVonline=20151106
Mononegavirales,Rhabdoviridae,,Novirhabdovirus,Hirame novirhabdovirus,0,AF104985,Hirame rhabdovirus ,ssRNA(-),"Renamed,",30,2015.006aM.A.v3.Rhabdoviridae_spren,ICTVonline=20151108
Mononegavirales,Rhabdoviridae,,Novirhabdovirus,Oncorhynchus 1 novirhabdovirus,1,L40883,infectious hematopoietic necrosis virus ,ssRNA(-),"Renamed,",30,2015.006aM.A.v3.Rhabdoviridae_spren,ICTVonline=20151109
Mononegavirales,Rhabdoviridae,,Novirhabdovirus,Oncorhynchus 2 novirhabdovirus,0,Y18263,viral hemorrhagic septicemia virus ,ssRNA(-),"Renamed,",30,2015.006aM.A.v3.Rhabdoviridae_spren,ICTVonline=20151111
Mononegavirales,Rhabdoviridae,,Novirhabdovirus,Snakehead novirhabdovirus,0,AF147498,snakehead rhabdovirus ,ssRNA(-),"Renamed,",30,2015.006aM.A.v3.Rhabdoviridae_spren,ICTVonline=20151110
Mononegavirales,Rhabdoviridae,,Nucleorhabdovirus,Datura yellow vein nucleorhabdovirus,0,KM823531,datura yellow vein virus ,ssRNA(-),"Renamed,",30,2015.006aM.A.v3.Rhabdoviridae_spren,ICTVonline=20151113
Mononegavirales,Rhabdoviridae,,Nucleorhabdovirus,Eggplant mottled dwarf nucleorhabdovirus,0,FR751552,eggplant mottled dwarf virus ,ssRNA(-),"Renamed,",30,2015.006aM.A.v3.Rhabdoviridae_spren,ICTVonline=20151114
Mononegavirales,Rhabdoviridae,,Nucleorhabdovirus,Maize fine streak nucleorhabdovirus,0,AY618417,maize fine streak virus ,ssRNA(-),"Renamed,",30,2015.006aM.A.v3.Rhabdoviridae_spren,ICTVonline=20151115
Mononegavirales,Rhabdoviridae,,Nucleorhabdovirus,Maize Iranian mosaic nucleorhabdovirus,0,DQ186554,maize Iranian mosaic virus ,ssRNA(-),"Renamed,",30,2015.006aM.A.v3.Rhabdoviridae_spren,ICTVonline=20151116
Mononegavirales,Rhabdoviridae,,Nucleorhabdovirus,Maize mosaic nucleorhabdovirus,0,AY618418,maize mosaic virus ,ssRNA(-),"Renamed,",30,2015.006aM.A.v3.Rhabdoviridae_spren,ICTVonline=20151117
Mononegavirales,Rhabdoviridae,,Nucleorhabdovirus,Potato yellow dwarf nucleorhabdovirus,1,GU734660,potato yellow dwarf virus ,ssRNA(-),"Renamed,",30,2015.006aM.A.v3.Rhabdoviridae_spren,ICTVonline=20151118
Mononegavirales,Rhabdoviridae,,Nucleorhabdovirus,Rice yellow stunt nucleorhabdovirus,0,"AB011257, AB516283","rice yellow stunt virus, rice transitory yellowing virus ",ssRNA(-),"Renamed,",30,2015.006aM.A.v3.Rhabdoviridae_spren,ICTVonline=20151119
Mononegavirales,Rhabdoviridae,,Nucleorhabdovirus,Sonchus yellow net nucleorhabdovirus,0,L32603,sonchus yellow net virus ,ssRNA(-),"Renamed,",30,2015.006aM.A.v3.Rhabdoviridae_spren,ICTVonline=20151120
Mononegavirales,Rhabdoviridae,,Nucleorhabdovirus,Sowthistle yellow vein nucleorhabdovirus,0,,sowthistle yellow vein virus ,ssRNA(-),"Renamed,",30,2015.006aM.A.v3.Rhabdoviridae_spren,ICTVonline=20151121
Mononegavirales,Rhabdoviridae,,Nucleorhabdovirus,Taro vein chlorosis nucleorhabdovirus,0,AY674964,taro vein chlorosis virus ,ssRNA(-),"Renamed,",30,2015.006aM.A.v3.Rhabdoviridae_spren,ICTVonline=20151122
Mononegavirales,Rhabdoviridae,,Perhabdovirus,Anguillid perhabdovirus,0,X827265,"eel virus European X, eel virus American ",ssRNA(-),"Renamed,",30,2015.006aM.A.v3.Rhabdoviridae_spren,ICTVonline=20151124
Mononegavirales,Rhabdoviridae,,Perhabdovirus,Perch perhabdovirus,1,JX679246,perch rhabdovirus ,ssRNA(-),"Renamed,",30,2015.006aM.A.v3.Rhabdoviridae_spren,ICTVonline=20151125
Mononegavirales,Rhabdoviridae,,Perhabdovirus,Sea trout perhabdovirus,0,AF434992,lake trout rhabdovirus ,ssRNA(-),"Renamed,",30,2015.006aM.A.v3.Rhabdoviridae_spren,ICTVonline=20151126
Mononegavirales,Rhabdoviridae,,Sigmavirus,Drosophila affinis sigmavirus,0,,,ssRNA(-),"New,",27,2011.007a-dV.A.v2.Sigmavirus,ICTVonline=20151128
Mononegavirales,Rhabdoviridae,,Sigmavirus,Drosophila ananassae sigmavirus,0,,,ssRNA(-),"New,",27,2011.007a-dV.A.v2.Sigmavirus,ICTVonline=20151129
Mononegavirales,Rhabdoviridae,,Sigmavirus,Drosophila immigrans sigmavirus,0,,,ssRNA(-),"New,",27,2011.007a-dV.A.v2.Sigmavirus,ICTVonline=20151130
Mononegavirales,Rhabdoviridae,,Sigmavirus,Drosophila melanogaster sigmavirus,1,GQ375258,,ssRNA(-),"Renamed,Moved,Assigned as Type Species,",27,2011.007a-dV.A.v2.Sigmavirus,ICTVonline=20151131
Mononegavirales,Rhabdoviridae,,Sigmavirus,Drosophila obscura sigmavirus,0,GQ410979,,ssRNA(-),"New,",27,2011.007a-dV.A.v2.Sigmavirus,ICTVonline=20151132
